Sim,K0,Kept,Missing,KeepViews,CLF_Cov,CLF_Set,MinPV_Cov,MinPV_Set,Fisher_Cov,Fisher_Set,AdjF_Cov,AdjF_Set,WAvgL_Cov,WAvgL_Set
4,6,4,2,"[0, 1, 3, 5]",89.98,4.2754,93.84,5.7516,84.15,3.6223,90.71000000000001,4.6222,96.17999999999999,6.189
4,6,4,2,"[1, 2, 3, 5]",90.94,4.2918,93.97999999999999,5.6989,84.07,3.4827,90.59,4.4594,96.04,5.9938
4,6,4,2,"[0, 1, 4, 5]",90.18,4.4386,93.89,5.8701,84.23,3.7644,90.53999999999999,4.7685,95.7,6.2073
4,6,4,2,"[1, 2, 4, 5]",90.79,4.2694,93.94,5.7326,84.24000000000001,3.5832,90.53999999999999,4.5501,96.05,6.0507
4,6,3,3,"[0, 3, 5]",90.18,4.7073,93.13,5.7156,85.69,4.0375,90.7,4.8337,95.92,6.2766
4,6,3,3,"[2, 3, 4]",90.78,4.6263,93.37,5.4895,85.46000000000001,3.7825,90.36999999999999,4.541,94.95,5.6272
4,6,3,3,"[0, 2, 4]",90.16999999999999,4.3799,92.78,5.448,86.06,3.8797,90.53,4.559,95.93,6.0146
4,6,3,3,"[1, 3, 4]",91.02,4.5394,93.11,5.416,85.61999999999999,3.7688,90.18,4.5024,95.35,5.7188
4,6,3,3,"[0, 1, 5]",90.18,4.8279,93.49,5.9093,85.72,4.1213,90.60000000000001,4.9445,95.1,6.1499
4,6,3,3,"[0, 1, 2]",90.14999999999999,4.4555,93.42,5.5699,85.32,3.8306,90.22,4.5839,95.07,5.7872
4,6,2,4,"[2, 5]",90.49000000000001,4.8623,92.38,5.4696,88.51,4.458,90.53999999999999,4.8427,95.05,5.9636
4,6,2,4,"[0, 3]",89.53,4.8174,91.8,5.3572,87.98,4.3397,90.14,4.7414,94.74000000000001,5.9036
4,6,2,4,"[2, 3]",90.28,4.9794,92.86999999999999,5.338,87.59,4.1219,90.14,4.6014,93.21000000000001,5.2847
4,6,2,4,"[4, 5]",90.13,5.3412,93.11,5.9289,87.47,4.7846,90.55,5.3165,93.67,5.9873
4,6,2,4,"[3, 4]",90.56,5.121,92.58,5.4535,87.64,4.3471,90.4,4.8221,93.60000000000001,5.5563
4,6,2,4,"[0, 5]",89.89,5.7406,92.47999999999999,6.1462,88.21,4.9376,90.56,5.4144,94.38,6.3131
5,6,6,0,"[0, 1, 2, 3, 4, 5]",89.69,3.9915,94.62,6.0128,82.17,3.253,90.31,4.4971,96.39,6.3271
5,6,5,1,"[0, 1, 2, 3, 4]",89.3,4.0158,94.19,5.7924,83.13000000000001,3.3667,90.36,4.4816,96.03,6.1488
5,6,5,1,"[0, 1, 2, 3, 5]",89.83,4.0448,94.26,5.9017,83.28,3.4235,90.55,4.5575,96.23,6.337
5,6,5,1,"[0, 1, 2, 4, 5]",89.36,4.0912,94.24,5.877,83.23,3.4724,90.44,4.5927,96.28999999999999,6.3424
5,6,5,1,"[0, 1, 3, 4, 5]",89.48,4.1454,93.95,5.9151,83.2,3.4952,90.3,4.6283,96.28,6.3627
5,6,5,1,"[0, 2, 3, 4, 5]",89.62,4.0369,94.03,5.8274,83.22,3.4053,90.05,4.5026,96.31,6.2919
5,6,5,1,"[1, 2, 3, 4, 5]",89.91,4.1252,94.32000000000001,5.8559,83.19,3.3754,90.36,4.5121,96.15,6.1789
5,6,4,2,"[0, 1, 3, 4]",89.5,4.1897,93.62,5.7924,84.53,3.6471,90.21000000000001,4.6028,95.81,6.1854
5,6,4,2,"[1, 3, 4, 5]",89.79,4.2908,93.84,5.8845,84.41,3.6708,90.4,4.6527,95.86,6.2147
5,6,4,2,"[2, 3, 4, 5]",89.91,4.2374,93.93,5.8031,84.34,3.5754,90.33,4.5594,95.72,6.0696
5,6,4,2,"[0, 2, 3, 4]",89.1,3.99,93.67999999999999,5.6711,84.44,3.5396,90.09,4.4717,95.72,6.0889
5,6,4,2,"[1, 2, 3, 4]",89.8,4.2992,94.19,5.7575,84.32,3.5192,90.53999999999999,4.4953,95.48,5.8599
5,6,4,2,"[0, 1, 2, 4]",89.33,4.1436,93.87,5.7308,84.45,3.6215,90.33,4.5695,95.89,6.1395
5,6,3,3,"[1, 3, 4]",90.05,4.5251,92.89,5.5417,85.7,3.8573,90.32,4.6256,95.21,5.8851
5,6,3,3,"[1, 2, 3]",89.64,4.4755,93.61,5.605,85.7,3.8036,90.68,4.592,94.89,5.7009
5,6,3,3,"[0, 4, 5]",90.39,4.9921,92.53,5.8473,85.37,4.2087,90.14,4.9532,95.19,6.3243
5,6,3,3,"[0, 1, 2]",89.09,4.3539,93.54,5.6861,85.53,3.9948,90.29,4.7652,95.14,6.0366
5,6,3,3,"[0, 2, 3]",89.29,4.2021,93.07,5.5376,86.21,3.8238,90.48,4.5596,95.28999999999999,6.0171
5,6,3,3,"[0, 2, 5]",89.41,4.474,92.91,5.6691,86.57000000000001,4.0556,90.22,4.727,95.84,6.3263
5,6,2,4,"[3, 5]",89.8,4.9921,91.97,5.5306,88.02,4.5237,90.3,4.93,94.51,6.0414
5,6,2,4,"[1, 3]",89.62,4.8071,92.44,5.4325,87.9,4.3232,90.48,4.7645,94.34,5.7001
5,6,2,4,"[4, 5]",89.99000000000001,5.3173,92.07,5.7946,87.67,4.7155,90.06,5.1786,93.41000000000001,5.9625
5,6,2,4,"[2, 5]",90.74,4.9696,91.75999999999999,5.4205,88.48,4.4466,90.3,4.7769,95.06,6.0458
5,6,2,4,"[1, 5]",90.05,5.1313,92.36999999999999,5.7998,88.47,4.7244,90.46,5.0829,94.91000000000001,6.2549
5,6,2,4,"[1, 2]",89.27000000000001,4.8201,92.82000000000001,5.5259,87.62,4.324,90.67,4.7942,93.63,5.5532
6,6,6,0,"[0, 1, 2, 3, 4, 5]",90.35,4.078,94.42,5.896,81.21000000000001,3.169,90.03,4.389,96.07,6.0817
6,6,5,1,"[0, 1, 2, 3, 4]",90.46,4.1588,94.05,5.6486,82.27,3.2827,90.0,4.3791,95.77,5.9351
6,6,5,1,"[0, 1, 2, 3, 5]",90.51,4.1306,93.78,5.6594,82.34,3.3081,89.84,4.4018,96.04,6.0846
6,6,5,1,"[0, 1, 2, 4, 5]",90.36,4.2024,93.77,5.6932,82.67999999999999,3.348,89.96,4.4645,95.83,6.0976
6,6,5,1,"[0, 1, 3, 4, 5]",90.60000000000001,4.2687,93.89,5.7729,82.58,3.3913,90.11,4.5095,95.92,6.1101
6,6,5,1,"[0, 2, 3, 4, 5]",90.61,4.2123,94.12,5.7769,82.32000000000001,3.3528,89.86,4.4608,96.03,6.1131
6,6,5,1,"[1, 2, 3, 4, 5]",90.42,4.1678,93.87,5.6431,82.15,3.2819,89.89,4.3893,95.73,5.9055
6,6,4,2,"[0, 1, 4, 5]",90.27,4.4826,93.60000000000001,5.8108,84.19,3.6704,90.31,4.6591,95.44,6.1171
6,6,4,2,"[0, 2, 3, 4]",90.38000000000001,4.2804,94.06,5.6865,83.63000000000001,3.4986,89.79,4.4383,95.67,5.9644
6,6,4,2,"[1, 2, 3, 4]",89.83,4.2308,93.93,5.5733,83.3,3.4282,89.86,4.3708,95.03,5.6611
6,6,4,2,"[0, 1, 2, 4]",90.0,4.2445,93.57,5.5817,83.67,3.4949,89.9,4.4578,95.34,5.9368
6,6,4,2,"[1, 3, 4, 5]",90.64999999999999,4.3963,93.73,5.6954,83.66,3.5548,90.03,4.5189,95.59,5.9189
6,6,4,2,"[0, 1, 2, 3]",90.42,4.2918,93.78999999999999,5.6109,83.57,3.4763,90.03999999999999,4.4274,95.17999999999999,5.8608
6,6,3,3,"[3, 4, 5]",90.83,4.8141,93.65,5.8314,84.91,3.9757,89.79,4.7655,94.39999999999999,5.8587
6,6,3,3,"[0, 2, 3]",90.28,4.485,93.03,5.4604,85.44,3.7826,89.57000000000001,4.4752,95.11,5.9011
6,6,3,3,"[2, 4, 5]",90.60000000000001,4.6399,93.07,5.5271,85.39,3.8645,89.79,4.6078,95.0,5.8797
6,6,3,3,"[1, 2, 5]",90.52,4.4307,92.67,5.3781,85.19,3.7698,89.96,4.4847,95.27,5.8707
6,6,3,3,"[0, 1, 5]",91.06,4.8384,92.81,5.6753,85.8,4.0279,90.35,4.8013,95.19999999999999,6.1005
6,6,3,3,"[0, 4, 5]",90.14999999999999,4.9685,93.15,5.903,85.72,4.135,90.08,4.921,94.84,6.1906
6,6,2,4,"[2, 5]",90.33,4.9032,91.59,5.2713,87.57000000000001,4.3043,89.82,4.6648,94.46,5.8268
6,6,2,4,"[3, 5]",91.27,5.0827,92.08,5.5084,87.5,4.4332,89.53,4.8215,94.11,5.847
6,6,2,4,"[4, 5]",90.60000000000001,5.516,92.44,5.7907,87.39,4.6067,90.16999999999999,5.1232,92.67,5.7764
6,6,2,4,"[0, 5]",90.75,5.6277,92.44,5.9785,87.83,4.773,90.22,5.2237,94.03,6.2155
6,6,2,4,"[0, 4]",89.87,5.2168,92.22,5.6188,87.99,4.525,90.07,4.9317,94.08999999999999,5.9929
6,6,2,4,"[2, 3]",89.94,4.8458,92.47999999999999,5.3219,86.50999999999999,4.1152,89.64,4.5693,92.86,5.2908
7,6,6,0,"[0, 1, 2, 3, 4, 5]",90.53999999999999,4.1346,93.71000000000001,5.8962,80.9,3.1999,90.5,4.5104,96.15,6.1548
7,6,5,1,"[0, 1, 2, 3, 4]",90.75999999999999,4.2588,93.45,5.737,82.22,3.3091,90.35,4.4809,95.89,6.0053
7,6,5,1,"[0, 1, 2, 3, 5]",90.42,4.1921,93.25,5.718,82.21000000000001,3.3108,90.23,4.4801,95.99,6.0817
