Score,K,Fused Acc_mean,Fused Acc_std,Average Acc_mean,Average Acc_std,Text Acc_mean,Text Acc_std,Audio Acc_mean,Audio Acc_std,Video Acc_mean,Video Acc_std
cross_entropy,3,63.52107279693487,0.3233205982637425,60.03448275862068,1.9239032913528304,62.95402298850574,0.9272153790667386,44.49808429118774,3.5508696239548354,44.79693486590038,2.9772303695674647
hinge,3,63.52107279693487,0.3233205982637425,60.03448275862068,1.9239032913528304,62.95402298850574,0.9272153790667386,44.49808429118774,3.5508696239548354,44.79693486590038,2.9772303695674647
margin,3,63.628352490421456,0.5253530412010525,60.03448275862068,1.9239032913528304,62.95402298850574,0.9272153790667386,44.49808429118774,3.5508696239548354,44.79693486590038,2.9772303695674647
raps,3,63.36015325670498,0.5537690922865057,60.03448275862068,1.9239032913528304,62.95402298850574,0.9272153790667386,44.49808429118774,3.5508696239548354,44.79693486590038,2.9772303695674647
